name,artist,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,rating
Spontaneous,Flying Lotus,42,0.0693,0.645,128647,0.791,0.935,5,0.23,-8.051,0,0.038400000000000004,114.477,0.039,0
Honesty,Pink Sweat$,70,0.964,0.66,189000,0.139,1.1000000000000001e-05,6,0.105,-16.339,0,0.0323,79.975,0.312,-1
Hello Sunshine,Bruce Springsteen,51,0.438,0.546,234240,0.438,0.0443,2,0.192,-10.29,1,0.032,120.022,0.274,-1
Mulholland,James Blake,35,0.556,0.46,190541,0.512,0.47200000000000003,1,0.148,-12.602,1,0.0514,110.688,0.266,-1
Broken,Kim Petras,62,0.372,0.526,203947,0.633,0.0,7,0.129,-7.002,1,0.134,171.044,0.272,-1
ME!,Taylor Swift,75,0.0018800000000000002,0.622,225960,0.791,3.7199999999999995e-06,7,0.083,-6.106,1,0.053500000000000006,115.915,0.494,-1
Koruna & Lime,Injury Reserve,39,0.0205,0.443,146760,0.597,0.0,0,0.319,-8.039,0,0.434,77.024,0.518,1
Baby Boy,Kevin Abstract,56,0.667,0.372,211669,0.485,0.00386,5,0.14,-8.841,1,0.0761,170.417,0.433,1
OMG Rock n Roll,Kevin Morby,28,0.28800000000000003,0.41000000000000003,149120,0.777,0.743,9,0.108,-4.377,1,0.0504,124.953,0.149,1
Teenage Birdsong,Four Tet,41,0.47500000000000003,0.633,205421,0.866,0.723,7,0.0955,-7.166,1,0.0558,195.986,0.0625,1
Julien,Carly Rae Jepsen,48,0.326,0.754,234520,0.506,0.0,9,0.0716,-5.392,0,0.09290000000000001,118.99,0.587,1
Anytime,Mavis Staples,28,0.724,0.8150000000000001,168613,0.461,0.000263,0,0.09670000000000001,-7.927,1,0.0386,93.003,0.581,1
You & Me Both,Valee,32,0.125,0.8270000000000001,157413,0.5750000000000001,0.008320000000000001,1,0.113,-7.587,1,0.0558,146.128,0.198,1
Silmaril,Full of Hell,18,0.00012299999999999998,0.253,74227,0.984,0.978,0,0.34700000000000003,-5.558,0,0.134,126.307,0.159,0
Work,Foxygen,24,0.08020000000000001,0.65,195599,0.877,4.92e-05,5,0.28400000000000003,-7.301,0,0.105,111.555,0.232,0
Fire Is Coming,Flying Lotus,31,0.011300000000000001,0.6910000000000001,196216,0.6890000000000001,0.00143,1,0.217,-8.441,1,0.20800000000000002,143.039,0.171,0
Slide,French Montana,55,0.093,0.532,186344,0.704,0.0,5,0.184,-3.895,0,0.26,96.004,0.591,0
I'm Still Here,Modest Mouse,22,0.0162,0.40900000000000003,93187,0.976,2.47e-06,0,0.122,-1.6960000000000002,1,0.113,157.244,0.497,0
Saw Lightning,Beck,40,0.0502,0.675,241451,0.911,0.0488,5,0.0736,-5.075,0,0.0449,120.016,0.849,0
Medellín,Madonna,55,0.0596,0.8140000000000001,298164,0.683,1.9200000000000003e-05,1,0.671,-7.091,1,0.304,91.963,0.47300000000000003,0
Earth,Lil Dicky,64,0.639,0.6940000000000001,281500,0.664,0.0,2,0.09290000000000001,-4.649,1,0.05,95.941,0.676,0
Goddamn,Tyga,61,0.06670000000000001,0.9510000000000001,211040,0.5730000000000001,0.0,0,0.11900000000000001,-6.002,0,0.227,105.052,0.42,0
"datsu, hikage no onna",Otoboke Beaver,37,0.188,0.555,124853,0.972,1.86e-05,7,0.18,-1.5030000000000001,0,0.14400000000000002,122.459,0.907,1
Deutschland,Rammstein,74,5.5400000000000005e-05,0.521,322340,0.895,0.34900000000000003,7,0.0985,-5.242,1,0.0442,120.117,0.23700000000000002,1
Planet B,King Gizzard,40,0.00185,0.353,236440,0.921,0.293,1,0.121,-5.289,1,0.0557,92.377,0.244,1
Everybody Here Hates You,Courtney Barnett,33,0.14100000000000001,0.264,253027,0.848,6.740000000000001e-05,9,0.155,-4.517,1,0.061700000000000005,174.652,0.523,1
Seasons,Baroness,25,2.4200000000000002e-05,0.402,266893,0.9470000000000001,0.371,1,0.041800000000000004,-5.337,1,0.0998,84.966,0.243,1
Boogie Lover,Black Mountain,18,0.0013800000000000002,0.373,378653,0.794,0.0273,9,0.0916,-8.318,1,0.049300000000000004,136.788,0.17200000000000001,1
Thy Mission,The Garden,61,0.203,0.419,221000,0.9400000000000001,0.8220000000000001,10,0.303,-6.054,0,0.116,160.026,0.355,0
Song 32,Noname,53,0.0374,0.869,162496,0.47900000000000004,0.016800000000000002,1,0.0641,-9.695,1,0.128,91.757,0.388,0
Borderline,Tame Impala,78,0.040600000000000004,0.621,237800,0.873,9.1e-06,5,0.0824,-3.067,0,0.0369,97.96,0.873,0
Loss & Relax,Black Belt Eagle Scout,17,0.0864,0.41400000000000003,274278,0.552,0.45,10,0.252,-5.555,1,0.0281,147.997,0.13,0
Love Crimes,Hayden Thorpe,33,0.742,0.589,235961,0.434,0.179,4,0.138,-13.572,1,0.0318,130.001,0.155,0
Rio Grande,Wand,2,0.844,0.773,165587,0.484,0.00549,0,0.251,-8.02,1,0.0322,114.198,0.744,0
Late Night Feelings,Mark Ronson,58,0.437,0.6880000000000001,251029,0.729,0.00369,4,0.09280000000000001,-6.5600000000000005,0,0.057300000000000004,110.055,0.46900000000000003,0
Hard to Believe,Charly Bliss,26,0.00014000000000000001,0.462,226173,0.872,0.00013099999999999999,4,0.0698,-4.321,1,0.0568,156.922,0.526,0
Sicilian Crest,The Mountain Goats,28,0.011600000000000001,0.40700000000000003,264547,0.6940000000000001,0.0302,7,0.128,-10.729,1,0.0284,152.975,0.328,0
Midnight and Mescaline,Pelican,27,4.3200000000000007e-05,0.398,296907,0.971,0.639,9,0.257,-5.34,1,0.052700000000000004,156.237,0.276,0
N Side,Steve Lacy,72,0.07200000000000001,0.838,224444,0.536,0.000259,2,0.20800000000000002,-6.288,1,0.043500000000000004,119.956,0.89,-1
"""CHopstix""",ScHoolboy Q,54,0.045700000000000005,0.9580000000000001,180453,0.597,0.0,9,0.138,-7.092,0,0.111,127.931,0.619,-1
Style,Foster the People,52,0.0063300000000000006,0.59,223907,0.906,0.00151,5,0.386,-2.892,1,0.0618,111.997,0.541,-1
You Never Were,Tim Hecker,19,0.729,0.17,510096,0.223,0.644,9,0.115,-18.078,0,0.0429,124.74,0.09190000000000001,1
Wild Time,Weyes Blood,48,0.551,0.382,369265,0.423,0.006500000000000001,7,0.21,-9.929,1,0.0269,141.359,0.233,1
The Who,JPEGMAFIA,32,0.635,0.754,150599,0.577,0.0303,1,0.101,-8.303,1,0.0489,119.031,0.145,1
Make It Better,Anderson .Paak,64,0.0112,0.676,219332,0.56,0.004030000000000001,4,0.137,-6.024,0,0.06430000000000001,178.555,0.551,1
Two Colors,Chong the Nomad,18,0.23700000000000002,0.68,235973,0.405,0.0037500000000000003,1,0.382,-10.025,0,0.59,155.698,0.35100000000000003,1
Light Years,The National,59,0.9500000000000001,0.543,213373,0.316,0.672,4,0.0978,-11.666,1,0.0307,124.946,0.178,1
Cattails,Big Thief,47,0.8210000000000001,0.555,245640,0.58,0.00636,1,0.111,-6.925,1,0.024900000000000002,80.512,0.7010000000000001,1
Escape from Los Angeles,Holy Ghost!,31,0.0531,0.731,443280,0.921,0.62,7,0.138,-5.253,0,0.0358,124.019,0.612,1
Rings on a Tree,Frankie Cosmos,28,0.0711,0.47100000000000003,104539,0.621,3.2099999999999998e-06,7,0.0727,-7.502,1,0.0436,107.977,0.269,0
All of Our Yesterdays,Mac DeMarco,46,0.17200000000000001,0.781,243660,0.431,0.14,2,0.0823,-10.375,1,0.128,142.923,0.5700000000000001,0
MONOPOLY,Ariana Grande,65,0.704,0.892,158587,0.507,3.1400000000000004e-05,0,0.109,-8.282,1,0.378,143.96,0.6950000000000001,0
Cool,Jonas Brothers,63,0.00873,0.683,167107,0.598,0.0,0,0.156,-5.487,1,0.042300000000000004,78.969,0.62,-1
crow's perch,black midi,25,0.0022700000000000003,0.375,245089,0.46900000000000003,0.00434,2,0.164,-8.831,1,0.045,158.923,0.14300000000000002,1
Boogieman Sam,King Gizzard,36,0.06860000000000001,0.41600000000000004,281920,0.753,0.179,2,0.357,-6.732,1,0.0563,173.825,0.525,1
Con Altura,Rosalía,75,0.39,0.882,161627,0.6890000000000001,0.0032500000000000003,6,0.050100000000000006,-4.027,1,0.124,97.963,0.746,1
Face the Facts,Foxygen,23,0.258,0.757,200642,0.595,0.0562,9,0.55,-8.084,0,0.044700000000000004,104.64,0.901,1
Old Graffiti,Bibio,47,0.277,0.639,208853,0.914,0.802,10,0.038200000000000005,-7.189,0,0.039400000000000004,94.823,0.966,0
Night Running,Cage the Elephant,57,0.0661,0.601,208133,0.9460000000000001,1.1200000000000001e-05,4,0.388,-2.298,0,0.0656,141.929,0.58,0
Nazi Smasher,Ghoul,18,0.0008269999999999999,0.364,220421,0.978,0.591,1,0.202,-4.862,1,0.261,175.185,0.456,0
Happy,Brooke Candy,33,0.0631,0.547,222824,0.902,0.0,1,0.379,-4.006,0,0.138,94.548,0.369,0
Cold Blooded Creatures,AlunaGeorge,47,0.34600000000000003,0.556,188291,0.727,1.0600000000000002e-05,1,0.246,-5.312,1,0.057800000000000004,143.615,0.492,0
Thinkin Bout You,Ciara,49,0.121,0.893,228560,0.73,0.007500000000000001,6,0.09390000000000001,-4.375,0,0.0437,106.988,0.8190000000000001,0
Arc Light,Greys,2,0.0777,0.403,186452,0.6000000000000001,0.667,2,0.501,-8.56,1,0.0304,92.966,0.268,0
Poison the Well,Modest Mouse,29,0.00391,0.622,144053,0.962,0.0,4,0.101,-2.816,0,0.091,129.023,0.506,-1
Stuck in My Ways,Kid Bookie,39,0.224,0.782,168000,0.72,2.04e-06,0,0.09280000000000001,-8.231,1,0.14200000000000002,100.039,0.195,-1
Downhill Lullaby,Sky Ferreira,37,0.534,0.436,332507,0.5630000000000001,0.651,2,0.185,-9.124,1,0.0307,92.022,0.257,-1
Pirate Punk Politician,Perry Farrell,31,0.000516,0.504,170333,0.888,0.000318,1,0.602,-5.224,0,0.0935,179.757,0.47000000000000003,-1
Tempo,Lizzo,65,0.057300000000000004,0.833,175343,0.722,1.1400000000000003e-05,1,0.358,-5.563,1,0.136,107.019,0.588,1
Jailbreak the Tesla,Injury Reserve,49,0.069,0.47400000000000003,199600,0.6980000000000001,0.0,8,0.179,-5.541,0,0.277,102.289,0.729,1
Movies,Weyes Blood,54,0.636,0.08600000000000001,353732,0.362,0.404,7,0.106,-8.932,0,0.0347,71.398,0.089,1
Obamacare,Quelle Chris,33,0.025900000000000003,0.604,267156,0.66,0.244,1,0.294,-9.589,1,0.17500000000000002,78.724,0.227,1
Change,Mavis Staples,31,0.743,0.681,176373,0.599,2.1200000000000004e-05,9,0.13,-6.398,0,0.058300000000000005,122.144,0.591,1
Eartha,Jamila Woods,26,0.0194,0.46,169077,0.528,0.115,11,0.10400000000000001,-7.933,0,0.0918,88.362,0.468,1
Burning Myrrh,Full of Hell,25,1.3100000000000002e-05,0.192,132187,0.885,0.0011300000000000001,5,0.261,-5.918,0,0.124,114.391,0.059500000000000004,1
Walkie Talkie,Wand,7,0.0664,0.531,305320,0.848,0.0,6,0.374,-4.982,1,0.222,96.414,0.838,1
Walk (Remix),Comethazine,53,0.0555,0.812,186517,0.585,0.0,2,0.271,-10.484,1,0.383,160.035,0.801,0
HORS_,Avey Tare,19,0.607,0.5630000000000001,296154,0.836,0.189,8,0.302,-8.804,0,0.0989,82.471,0.298,0
Unemployed,Tierra Whack,44,0.0366,0.875,168661,0.375,2.17e-06,2,0.111,-6.6690000000000005,1,0.724,153.84,0.139,0
Patience,Tame Impala,61,0.00223,0.546,292267,0.859,0.0009469999999999999,1,0.0529,-5.966,1,0.030600000000000002,99.965,0.645,0
Veil of Shadows,Budos Band,20,0.0012300000000000002,0.271,256547,0.599,0.927,9,0.0646,-8.482,0,0.0371,103.73,0.20800000000000002,-1
Can't Find My Heart,Broken Social Scene,31,0.000235,0.397,309133,0.921,0.0019,4,0.0441,-4.846,1,0.0974,155.982,0.107,-1
In 20XX,Dos Monos,30,0.267,0.662,218603,0.727,0.0,11,0.07880000000000001,-4.457,0,0.281,88.906,0.47100000000000003,1
King James,Anderson .Paak,53,0.0779,0.771,197964,0.889,6.53e-05,7,0.0426,-7.93,1,0.0777,108.015,0.882,1
Eternal,Holly Herndon,27,0.004220000000000001,0.446,285125,0.724,1.93e-05,9,0.322,-8.302,0,0.0577,112.082,0.063,1
Dancing,Frankie Cosmos,29,0.679,0.353,107008,0.434,0.123,7,0.111,-9.561,1,0.031400000000000004,121.12,0.533,1
For the Sun,Marissa Nadler,19,0.0438,0.561,209109,0.31,0.9400000000000001,2,0.0763,-9.243,1,0.031400000000000004,120.921,0.107,1
Baby Mine,Arcade Fire,46,0.706,0.301,177293,0.316,0.0029000000000000002,9,0.0751,-10.81,1,0.0345,102.32,0.149,1
Turn the Light,Karen O,48,0.0454,0.752,199320,0.462,0.000954,4,0.091,-10.538,0,0.0519,101.999,0.845,0
Wasteland,Tierra Whack,51,0.749,0.511,183283,0.441,0.0,4,0.123,-10.264,0,0.0563,125.117,0.382,0
Borderlines,Baroness,26,0.000234,0.377,376027,0.985,0.0641,5,0.23500000000000001,-3.314,1,0.139,130.013,0.056,0
Wasted Youth,Jenny Lewis,33,0.185,0.591,253373,0.804,0.0,0,0.155,-7.953,1,0.0333,106.789,0.811,0
Elevator,Gavin Turek,28,0.325,0.671,193093,0.854,0.0182,0,0.0584,-6.344,1,0.0877,125.979,0.6920000000000001,0
Left Hand,Beast Coast,50,0.011,0.6940000000000001,223320,0.625,0.0,1,0.10400000000000001,-6.599,1,0.0563,121.793,0.265,0
Fishing for Fishies,King Gizzard,42,0.13,0.537,301440,0.786,0.385,7,0.296,-6.6530000000000005,1,0.08020000000000001,109.388,0.736,0
Kreyol,Preservation Hall Jazz Band,33,0.585,0.879,223413,0.756,0.8180000000000001,0,0.0892,-5.5440000000000005,0,0.255,91.949,0.713,0
Numb Numb Juice,ScHoolboy Q,65,0.0017200000000000002,0.885,107147,0.492,7.790000000000001e-05,1,0.081,-6.015,1,0.367,156.958,0.203,0
Pretty Dark (Demo),Grimes,34,0.395,0.794,252203,0.372,0.0499,4,0.134,-18.544,1,0.039900000000000005,117.975,0.521,-1
Sally Walker,Iggy Azalea,58,0.0177,0.905,178993,0.492,0.0,8,0.0994,-8.953,0,0.0936,140.076,0.605,-1
SWEAR TO GOD,blackbear,52,0.499,0.782,150263,0.495,0.0,4,0.116,-7.462,0,0.0424,130.958,0.601,-1
Have Mercy,YBN Cordae,62,0.0806,0.794,202454,0.44,0.0,0,0.198,-7.861,0,0.131,138.024,0.276,1
Trigger Happy,IDK,33,0.035300000000000005,0.544,196247,0.669,1.02e-06,1,0.356,-7.788,1,0.457,120.092,0.52,1
Tia Tamera,Doja Cat,77,0.019,0.8220000000000001,211013,0.654,0.0,0,0.233,-4.623,1,0.132,119.884,0.421,1
Bird Box,CupcakKe,27,0.251,0.775,193104,0.684,0.0,1,0.157,-7.37,1,0.424,160.17,0.34800000000000003,1
House of Glass,Cage the Elephant,49,0.00239,0.532,154880,0.926,0.215,11,0.07200000000000001,-2.537,0,0.134,146.988,0.553,1
Gloria,Tierra Whack,39,0.316,0.446,156958,0.622,0.00011,9,0.362,-7.561,0,0.0543,155.66,0.963,1
Chatroom,Charly Bliss,25,0.00036,0.542,216040,0.786,0.0,9,0.0834,-4.208,1,0.0329,111.141,0.539,1
We've Got to Try,The Chemical Brothers,40,0.00177,0.685,215907,0.969,0.294,2,0.0385,-4.426,1,0.106,91.992,0.28600000000000003,1
Lo/Hi,The Black Keys,60,0.0151,0.606,177768,0.679,0.00043299999999999995,2,0.09620000000000001,-7.445,1,0.032100000000000004,122.016,0.707,1
Nobody,Mac DeMarco,53,0.776,0.877,212460,0.178,0.0193,3,0.107,-13.987,1,0.10200000000000001,74.997,0.442,1
Straight Shot (,Quelle Chris,21,0.374,0.406,370263,0.662,0.019100000000000002,6,0.10300000000000001,-8.453,0,0.0906,79.688,0.494,1
wish you were gay,Billie Eilish,75,0.39,0.853,221543,0.35100000000000003,9.38e-06,7,0.752,-10.198,1,0.241,118.028,0.28200000000000003,1
Fool's Game,Glen Hansard,20,0.758,0.403,364093,0.128,0.0148,9,0.20800000000000002,-18.291,0,0.0431,112.795,0.08080000000000001,0
Aloha,Charlie Heat,47,0.273,0.757,162105,0.659,0.0,8,0.0637,-5.733,1,0.0528,114.044,0.354,0
Bandana,Freddie Gibbs,28,0.0443,0.49,201158,0.903,0.00017199999999999998,1,0.139,-7.657,1,0.304,88.551,0.631,0
Manifest,Andrew Bird,55,0.321,0.631,317413,0.619,0.0,0,0.0658,-6.4030000000000005,0,0.025,100.258,0.417,0
Roy's Tune,Fontaines D.C.,32,0.202,0.684,180276,0.486,2.1400000000000002e-05,4,0.133,-7.586,1,0.0302,122.917,0.874,0
Existence Schematic,Com Truise,27,0.00016099999999999998,0.541,243187,0.8180000000000001,0.878,10,0.338,-7.31,1,0.044700000000000004,172.032,0.593,0
Cadaver Sniffing Dog,The Mountain Goats,25,0.0379,0.628,234960,0.663,0.10200000000000001,11,0.158,-10.393,0,0.040600000000000004,173.863,0.86,0
Future Shade,Black Mountain,23,0.00038199999999999996,0.34700000000000003,310893,0.914,0.00026199999999999997,1,0.445,-4.69,1,0.0922,134.509,0.359,0
In Degrees,Foals,51,0.000618,0.618,297633,0.97,0.0327,1,0.0543,-3.249,1,0.054200000000000005,121.989,0.673,0
Satellite,The Get Up Kids,20,0.005240000000000001,0.406,174600,0.936,0.000138,4,0.293,-5.355,0,0.07930000000000001,163.047,0.215,0
Here with Me,Marshmello,73,0.0623,0.791,156347,0.5650000000000001,0.0,5,0.156,-3.933,0,0.0439,99.961,0.181,0
Come Get Me,Stephen Malkmus,28,0.016900000000000002,0.538,149933,0.835,0.17400000000000002,11,0.753,-4.38,1,0.031,110.0,0.334,0
So Bad,Gesaffelstein,44,0.106,0.264,216560,0.34800000000000003,0.213,5,0.105,-16.3,0,0.0637,91.975,0.0315,-1
My Bad,Khalid,58,0.547,0.577,163973,0.578,0.59,0,0.264,-9.146,0,0.0907,84.963,0.367,-1
Free at Last,PUP,44,2.3e-05,0.311,154813,0.984,0.0296,6,0.08360000000000001,-1.434,1,0.14200000000000002,179.175,0.35100000000000003,1
Blast Off,Gessafelstein,49,0.197,0.627,215973,0.505,0.0149,6,0.058300000000000005,-12.659,1,0.054900000000000004,100.005,0.146,1
Thin Air,Wand,47,0.5740000000000001,0.5730000000000001,178920,0.374,4.129999999999999e-06,7,0.151,-6.376,1,0.028200000000000003,127.478,0.153,1
Tricks,Stella Donnelly,37,0.00319,0.642,247004,0.806,9.499999999999999e-06,0,0.7030000000000001,-6.016,1,0.053500000000000006,138.004,0.462,1
Sunday,Foals,45,0.00238,0.24,354393,0.84,0.203,7,0.303,-3.454,1,0.057,127.894,0.187,1
UFOF,Big Thief,48,0.638,0.623,188413,0.614,0.5660000000000001,10,0.14300000000000002,-9.24,0,0.0309,147.168,0.744,1
Clones,Tierra Whack,48,0.184,0.791,171392,0.494,0.0182,9,0.482,-8.705,1,0.34700000000000003,146.003,0.6000000000000001,1
Madonna Rocket,Show Me the Body,39,4.360000000000001e-05,0.375,147960,0.997,0.0,11,0.133,-2.5460000000000003,0,0.214,164.455,0.0737,1
Only Human,Four Tet,40,0.00012000000000000002,0.8220000000000001,476220,0.585,0.138,10,0.0567,-8.307,0,0.06910000000000001,126.999,0.213,1
The Open Road,Kero Kero Bonito,26,0.0644,0.516,178044,0.721,0.0,2,0.38,-4.615,1,0.0268,129.98,0.713,0
626 Bedford Avenue,The Drums,36,0.34600000000000003,0.68,202125,0.715,0.0,2,0.10200000000000001,-5.407,1,0.0352,118.073,0.6910000000000001,0
Black Brick,Deafheaven,32,1.72e-05,0.194,447298,0.9460000000000001,0.858,2,0.355,-5.04,0,0.0742,98.626,0.0534,0
Midas Touch,Zacari,30,0.012400000000000001,0.5720000000000001,182924,0.682,0.0047,1,0.219,-7.171,0,0.322,146.905,0.313,0
Sucker,Jonas Brothers,80,0.0427,0.842,181027,0.734,0.0,1,0.106,-5.065,0,0.058800000000000005,137.958,0.9520000000000001,-1
Hear Me Calling,Juice WRLD,70,0.308,0.6990000000000001,189977,0.687,3.63e-05,7,0.121,-3.997,0,0.106,88.933,0.499,-1
Sandy,Rico Nasty,39,0.551,0.836,137143,0.847,0.0,10,0.0999,-3.491,0,0.244,139.981,0.801,1
Hate You,HEALTH,39,0.005770000000000001,0.626,108280,0.626,6.15e-06,7,0.17200000000000001,-8.982,1,0.13,140.055,0.342,1
The End,Shlohmo,47,0.047900000000000005,0.668,275644,0.882,0.293,9,0.109,-2.578,1,0.0342,127.888,0.0687,1
Flat Tummy Tea,Freddie Gibbs,42,0.25,0.558,154573,0.914,0.0,9,0.365,-6.19,1,0.361,92.033,0.623,1
Only Child,Tierra Whack,56,0.849,0.8260000000000001,239324,0.365,3.7999999999999996e-06,1,0.186,-7.024,1,0.0412,85.244,0.802,1
High as a Kite,Weezer,39,0.0025700000000000002,0.34800000000000003,227093,0.855,0.0176,2,0.248,-4.423,0,0.0483,169.818,0.161,1
Diviner,Hayden Thorpe,29,0.912,0.649,203434,0.187,0.29,6,0.111,-16.212,0,0.0363,110.96,0.055600000000000004,1
Bellerin,Vibbar,25,0.331,0.383,136808,0.851,0.0,5,0.13,-4.523,0,0.454,187.652,0.6970000000000001,1
Poison,Marissa Nadler,18,0.791,0.40800000000000003,198688,0.303,0.0024100000000000002,0,0.111,-7.986,1,0.026600000000000002,76.77,0.166,1
The Other Side,Jay Rock,37,0.129,0.555,232613,0.592,0.0,6,0.10300000000000001,-6.833,1,0.333,92.196,0.663,0
Living in L.A.,Weezer,37,0.106,0.664,217280,0.909,0.0,11,0.324,-2.403,0,0.0521,125.011,0.837,0
Good Time Charlie,Priests,26,0.0076300000000000005,0.354,167276,0.878,0.601,5,0.08610000000000001,-8.688,1,0.0476,177.917,0.595,0
Withstand,The Murlocs,20,0.045700000000000005,0.578,193987,0.793,2.9100000000000003e-05,9,0.10300000000000001,-3.989,1,0.0375,112.509,0.506,0
Armatopia,Johnny Marr,34,5.2600000000000005e-05,0.532,218115,0.927,0.0109,3,0.0714,-5.005,0,0.033100000000000004,124.031,0.666,0
Fast Times,Albert Hammond Jr.,39,0.000292,0.542,204333,0.963,0.0006879999999999999,7,0.0567,-4.635,1,0.0381,135.028,0.929,-1
Mine,Slayyyter,66,0.09330000000000001,0.6900000000000001,159013,0.734,0.0053100000000000005,1,0.137,-6.377,1,0.0316,124.033,0.459,1
That World,Tim Hecker,25,0.337,0.178,550835,0.246,0.875,8,0.23,-18.625,0,0.0391,172.211,0.0381,1
Thotiana Remix,Blueface,57,0.0364,0.911,297546,0.722,0.0,10,0.111,-4.833,0,0.279,104.109,0.6890000000000001,1
Everyday,Weyes Blood,49,0.269,0.483,307013,0.5700000000000001,4.43e-05,2,0.09380000000000001,-7.245,1,0.0308,112.975,0.423,1
Robbery,Juice WRLD,81,0.328,0.623,240051,0.6920000000000001,0.0,2,0.153,-5.122,1,0.0504,79.899,0.5660000000000001,1
Cuz I Love You,Lizzo,62,0.015600000000000001,0.5660000000000001,179979,0.66,0.0,1,0.234,-4.039,1,0.047900000000000005,162.159,0.52,1
Guns,Quelle Chris,28,0.117,0.47000000000000003,192002,0.74,0.0,11,0.10300000000000001,-5.439,0,0.356,70.472,0.762,1
Heads Gonna Roll,Jenny Lewis,36,0.435,0.38,313405,0.685,0.0012900000000000001,0,0.137,-6.244,1,0.038,128.449,0.331,1
For Real,Tom Petty,34,0.292,0.721,231947,0.304,0.005940000000000001,5,0.111,-9.476,0,0.0257,95.15,0.504,1
Stay,Pronoun,26,0.0028,0.487,228175,0.769,0.258,1,0.09970000000000001,-13.179,0,0.0439,160.034,0.549,1
New House,Rex Orange County,58,0.807,0.402,199052,0.378,0.0,1,0.242,-8.682,0,0.0436,73.262,0.317,1
Rhodonite and Grief,La Dispute,34,0.23600000000000002,0.632,216733,0.47000000000000003,0.424,2,0.147,-10.6,0,0.027100000000000003,108.05,0.28200000000000003,0
365,Zedd,47,0.00476,0.784,236287,0.595,0.00727,2,0.059000000000000004,-6.816,1,0.0413,124.019,0.183,0
Adore You,Jessie Ware,46,0.299,0.669,226373,0.668,0.199,10,0.105,-11.039,0,0.0391,106.989,0.201,0
Boyfriends,Broken Social Scene,23,0.000194,0.529,323600,0.773,0.515,1,0.136,-4.679,1,0.0368,138.963,0.536,0
Choose Go,CHAI,22,0.0032400000000000003,0.401,161290,0.862,0.000954,7,0.449,-3.475,1,0.0521,171.742,0.395,0
Please Me,Cardi B,74,0.06420000000000001,0.747,200890,0.5700000000000001,0.0,1,0.08320000000000001,-6.711,1,0.081,133.992,0.65,0
Grains of Salt,Tacocat,27,0.000985,0.488,234218,0.789,7.12e-06,1,0.042300000000000004,-5.39,0,0.035,99.125,0.723,0
Red Room,Offset,60,0.47900000000000004,0.936,241440,0.559,0.0,7,0.128,-8.587,0,0.157,112.347,0.527,-1
Crazy Girls,TOOPOOR,55,0.0386,0.657,194693,0.656,0.000641,5,0.733,-3.925,0,0.0517,90.099,0.482,-1
Butterfly,Kehlani,0,0.886,0.443,163840,0.34500000000000003,0.0,5,0.166,-8.044,0,0.084,74.616,0.7030000000000001,-1
Familiar Drugs,Alexisonfire,46,0.010400000000000001,0.223,258718,0.9380000000000001,0.0036200000000000004,5,0.41000000000000003,-5.845,1,0.0891,136.902,0.192,-1
Capacity,Charly Bliss,34,0.000857,0.64,221867,0.643,6.37e-06,1,0.129,-5.836,0,0.027700000000000002,110.009,0.6990000000000001,1
Hurt,Oliver Tree,69,0.0173,0.5630000000000001,145147,0.784,0.0,0,0.467,-5.875,1,0.0402,93.992,0.424,1
Camp Orchestra,Show Me the Body,41,0.114,0.327,283573,0.858,0.000188,5,0.148,-5.786,1,0.35100000000000003,179.768,0.28400000000000003,1
Livin' a Lie,Foxygen,25,0.23900000000000002,0.369,242576,0.535,1.3100000000000002e-05,2,0.122,-9.371,0,0.0374,143.295,0.462,1
Curls,Bibio,58,0.879,0.497,197933,0.34800000000000003,0.796,9,0.722,-10.593,1,0.0285,82.176,0.227,1
Position to Win,Migos,38,0.193,0.716,185023,0.88,0.0,10,0.432,-4.632,0,0.265,166.126,0.66,0
Hello Me & You,Superorganism,38,0.192,0.8160000000000001,212119,0.724,0.0,10,0.113,-7.381,1,0.183,120.384,0.637,0
Big,Fontaines D.C.,35,0.0454,0.5,105516,0.9470000000000001,0.0,4,0.212,-3.602,1,0.045200000000000004,181.815,0.966,0
Wanna Come Down,Ibibio Sound Machine,32,0.0349,0.8220000000000001,241093,0.789,0.000242,11,0.027,-5.891,0,0.049,113.98,0.9510000000000001,0
Talk,Khalid,72,0.0516,0.9,197573,0.4,0.0,0,0.0599,-8.575,1,0.127,135.984,0.34600000000000003,0
Super Cool,Beck,49,0.0327,0.666,203790,0.833,0.0,7,0.186,-5.075,1,0.0896,103.993,0.653,-1
On Social Media,Pet Shop Boys,35,6.55e-05,0.624,213080,0.848,0.0076100000000000004,2,0.112,-6.477,1,0.0292,126.03,0.607,-1
Who Do You Love,The Chainsmokers,73,0.010100000000000001,0.51,226733,0.846,0.0,3,0.20800000000000002,-4.595,1,0.0461,139.927,0.47500000000000003,-1
Missin You Crazy (Acoustic),Russ,51,0.9400000000000001,0.686,220147,0.276,0.0,5,0.111,-12.85,1,0.032100000000000004,131.854,0.681,-1
Voicemail,Poppy,43,0.0017100000000000001,0.6930000000000001,162167,0.507,0.553,7,0.196,-6.5760000000000005,1,0.0582,90.021,0.38,1
Feel Nothing,HEALTH,46,4.92e-05,0.54,179373,0.8160000000000001,0.010400000000000001,1,0.0806,-7.334,1,0.031,98.028,0.242,1
